Structure,SMILES,Charge
ThUr1,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr10,S=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1c(c2c3ccccc3ccc2N(C)C)c2ccccc2cc1,0
ThUr11,C1[C@H]([C@@H](CCC1)NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ThUr12,[C@@H]1([C@@H](CCCC1)NC(=S)NC)N(C)C,0
ThUr13,[C@@H]1([C@@H](CCCC1)NC(=S)NCC)N(C)C,0
ThUr14,[C@@H]1([C@@H](CCCC1)NC(=S)NC(C)C)N(C)C,0
ThUr15,[C@@H]1([C@@H](CCCC1)NC(=S)NCc1ccccc1)N(C)C,0
ThUr16,[C@@H]1([C@@H](CCCC1)NC(=S)NC1CCCCC1)N(C)C,0
ThUr17,[C@@H]1([C@@H](CCCC1)NC(=S)Nc1ccccc1)N(C)C,0
ThUr18,[C@@H]1([C@@H](CCCC1)NC(=S)NC(C)(C)C)N(C)C,0
ThUr19,[C@@H]1([C@@H](CCCC1)NC(=S)NC(CC)(CC)CC)N(C)C,0
ThUr2,NC(=S)N,0
ThUr20,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=S)N[C@H]1[C@@H](CCCC1)n1c(c2ccccc2)cnc1,0
ThUr21,CN(Cc1ccccc1)C(=O)[C@@H](NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(C)(C)C,0
ThUr22,S=C(N[C@H]1[C@@H](O)Cc2c1cccc2)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
ThUr23,N(C[C@@H]1CCCN1)C(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ThUr24,C(N(CC)C(=O)[C@@H](NC(=S)N[C@@H]1CCCC[C@H]1/N=C/c1cc(cc(c1O)C(C)(C)C)C(C)(C)C)C(C)(C)C)C,0
ThUr25,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=S)N[C@H](CN(CC)CC)Cc1ccccc1,0
ThUr26,[C@@H]1([C@H](NC(=S)Nc2ccccc2)c2c3c(ncc2)ccc(c3)OC)[N@]2C[C@H]([C@@H](C1)CC2)C=C,0
ThUr27,c1c(ccc(c1)OC)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr28,c1c(ccc(c1)C)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr29,c1c(ccc(c1)Cl)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr3,c1c(cccc1)NC(=S)Nc1ccccc1,0
ThUr30,c1c(cccc1Cl)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr31,c1c(c(ccc1)Cl)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr32,c1c(ccc(c1)Br)NC(=S)N[C@H]1[C@@H](CCCC1)N(C)C,0
ThUr33,N(C(=S)N[C@H]1[C@@H](CCCC1)N(C)C)CCCC,0
ThUr34,c1(ccc(cc1)C)NC(=S)N[C@@H]([C@@H]1[N@]2C[C@H]([C@@H](C1)CC2)C=C)c1ccnc2c1cc(cc2)OC,0
ThUr35,c1(ccc(cc1)Cl)NC(=S)N[C@@H]([C@@H]1[N@]2C[C@H]([C@@H](C1)CC2)C=C)c1ccnc2c1cc(cc2)OC,0
ThUr37,c1c(ccc(c1)C)NC(=S)N[C@H](CN(CC)CC)Cc1ccccc1,0
ThUr38,c1c(cccc1)NC(=S)N[C@H](CN(CC)CC)Cc1ccccc1,0
ThUr39,c1c(ccc(c1)Cl)NC(=S)N[C@H](CN(CC)CC)Cc1ccccc1,0
ThUr4,c1c(cccc1)NC(=S)Nc1cccc(c1)C(F)(F)F,0
ThUr40,N(C(=S)N[C@H](CN(CC)CC)Cc1ccccc1)CCCC,0
ThUr41,c1c(ccc(c1)OC)NC(=S)NC1CCCCC1,0
ThUr42,c1c(ccc(c1)C)NC(=S)NC1CCCCC1,0
ThUr43,c1c(cccc1)NC(=S)NC1CCCCC1,0
ThUr44,c1c(ccc(c1)Cl)NC(=S)NC1CCCCC1,0
ThUr45,c1c(cccc1Cl)NC(=S)NC1CCCCC1,0
ThUr46,N(C(=S)N[C@H]1[C@@H](CCCC1)N(C)C)CC(F)(F)F,0
ThUr47,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=S)Nc1cccc(c1)C(F)(F)F,0
ThUr5,c1c(cccc1)NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ThUr6,c1(cc(cc(c1)C(F)(F)F)C(F)(F)F)NC(=S)N[C@@H]([C@@H]1[N@]2C[C@H]([C@@H](C1)CC2)C=C)c1ccnc2c1cc(cc2)OC,0
ThUr7,c1c(cccc1C(F)(F)F)NC(=S)Nc1cccc(c1)C(F)(F)F,0
ThUr8,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ThUr9,CCN(CC)C(=O)[C@@H](NC(=S)N[C@H]1[C@@H](CCCC1)n1c(ccc1C)C)C(C)(C)C,0
UBABAC_spec_0_BA_2H,N(C1=C(NCc2ncccc2)C(=O)C1=O)Cc1ncccc1,0
UBADUY_spec_2_BA_2H,N([C@H]([C@H]1[N@@]2C[C@H](C=C)[C@@H](CC2)C1)c1ccnc2c1cc(OC)cc2)C1=C(Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)C1=O,0
UBEDOU_spec_0_LB_E,N1C(=O)[C@@H](C[C@@H]1C(=O)NO)c1cc(ccc1)Oc1ccc(cc1)F,0
UBIJIA_spec_0_LB_E,S1C(SCCC1)[C@]12OC(=O)[C@@]2(NC(=O)C1(C)C)CO,0
UBIJUM_spec_0_LB_E,[C@@]1(NC(=O)C([C@@]1(O)C#Cc1ccccc1)(C)C)(C(=O)OC)CO,0
UBIKIZ_spec_0_BA_2H,s1c(ncc1)NC(=S)NCCC1=CCCCC1,0
UBIKOF_spec_0_BA_2H,o1c(ccc1)CNC(=S)Nc1sccn1,0
UBIKUL_spec_0_BA_2H,s1c(ncc1)NC(=S)NCCCn1cncc1,0
UBILAS_spec_0_BA_2H,s1c(ncc1)NC(=S)NCCc1c2ccccc2[nH]c1,0
UBIZEM_spec_0_LB,[n+]1(c([C@@](c2ccc[n+](c2)[O-])(c2cc[n+](cc2)[O-])c2ccccc2)cccc1)[O-],0
UBUXIA_spec_0_LB_E,N1C(=O)[C@](O)([C@H]([C@H]1CC)c1ccccc1)COCc1ccccc1,0
UCEKUJ_spec_0_BA_2H,S=C(NC(OC)=O)NC1=NC(OC)=CC(OC)=N1,0
UCIMEZ_spec_0_LB_E,Brc1ccc([C@@H]2N[C@H](C(OC)=O)[C@@H](c3ccccc3)[C@@H]2[N+]([O-])=O)cc1,0
UCUNIP_spec_0_BB,Cc1cc(C)cc(C)c1N=P(c2ccccc2)(Cc3ccc(C(C)(C)C)cc3)c4ccccc4,0
UDAPIZ_spec_0_BA_2H,Clc1c([N+]([O-])=O)cc(NC(NC(c2cc([N+]([O-])=O)ccc2)=O)=S)cc1,0
UDEKAR_spec_1_BA_2H,Brc1ccc(NC(=O)Nc2ccccc2)cc1,0
UDEKEV_spec_1_BA_2H,C(=O)(Nc1c(cccc1)C#N)Nc1ccccc1,0
UDUHAC_spec_0_LB_E,[S@](=O)(c1ccc(cc1)C)[C@]1(C(=O)OC)[C@H](N[C@@](C(=O)OCC)(C)C1)c1cc2c(cccc2)cc1,0
UDUHEG_spec_0_LB_E,[S@](=O)(c1ccc(C)cc1)[C@]1(C(=O)OC)[C@@H](c2cc3c(cccc3)cc2)N[C@@](C1)(C)C(=O)OC,0
UGEWEI_spec_2_LA,C=C[C@H]([C@H](C1)CC2)C[N@H+]2[C@@H]1[C@@H](c(ccn3)c4c3ccc(OCC(C)(C)C)c4)OC(NC(C)(C)C)=O,1
UGIJOK_spec_0_LB_E,O=C([C@H](Cc1ccccc1)NC2=O)C2=P(c3ccccc3)(c4ccccc4)c5ccccc5,0
UGITIO_spec_0_BA_2H,ClCCC(=O)NC(=S)Nc1ccc(cc1)F,0
UHAHIX_spec_0_BB,O=C(Nc1c2ncccc2ccc1)CN=P(c3ccccc3)(c4ccccc4)c5ccccc5,0
UHAHOD_spec_0_BB,O=C(Nc1c2ncccc2ccc1)CN=P(C3CCCCC3)(C4CCCCC4)C5CCCCC5,0
UHEBIT_spec_0_BB,Cc1c(/N=C(c2ccccc2)\c3c(N=P(c4ccccc4)(c5ccccc5)c6ccccc6)cccc3)c(C)cc(C)c1,0
UHEPAY_spec_0_BA_PA,P1(=O)(Oc2c(-c3c(O1)ccc1ccccc31)c1c(cc2)cccc1)O,0
UHINUV_spec_1_LA,FC(F)(c1cc(C(F)(F)F)cc(C[N@+]23[C@@H]([C@@H](O)c4ccnc5ccccc45)C[C@@H]([C@@H](C=C)C3)CC2)c1)F,1
UHUFEK_spec_0_LB_E,O1C(=O)[C@H]2[C@H](C(N[C@H]2c2c1cccc2)(C(=O)OCC)C(=O)OCC)c1ccccc1,0
UHUZED_spec_1_LB_E,C1(=O)C[C@]([C@@H](N1)c1ccc(cc1)Br)(c1ccccc1)O,0
UJAXAF_spec_0_BB,Cc1c(N=P(c2ccccc2)(C/C(C)=N/c3c(C(C)C)cccc3C(C)C)c4ccccc4)c(C)ccc1,0
UJEWIP_spec_0_LB_E,O=C(N[C@H](c1ccccc1)C)[C@@H]1C[C@@H](N[C@@H]1c1ccccc1)C(=O)OCC,0
UJIBOE_spec_0_LB,c1cc(c2cc(cc(c3cc(cc(c4cccc[n+]4[O-])n3)c3ccccc3)n2)c2ccccc2)[n+]([O-])cc1,0
UJIHAX_spec_0_BA_2H,O=C(Nc1n[nH]c(C)c1)Nc2cccc([N+]([O-])=O)c2,0
UJIKOP_spec_0_LB,c1(C(=O)Nc2cccc[n+]2[O-])c(cccc1)N1CCOCC1,0
UJOJUZ_spec_0_BA_2H,S=C(NC(=O)c1c(Cl)cccc1)Nc1cc(c(cc1)Cl)Cl,0
UJOKAG_spec_0_BA_2H,Clc1cc(C(=O)NC(=S)Nc2c(Cl)c(Cl)cc(Cl)c2Cl)ccc1,0
UJOLAH_spec_0_BA_2H,N(C(=O)NC(=O)C(C)(C)C)c1cccc(c1Cl)Cl,0
UJUVEC_spec_0_BA_2H,FC(F)(F)c1cc(cc(C(F)(F)F)c1)CNC(=S)Nc1cc(C(F)(F)F)cc(c1)C(F)(F)F,0
UKAJUN_spec_0_BB,O=[N+](c1c(non2)c2c(N=P(c3ccccc3)(c4ccccc4)c5ccccc5)cc1)[O-],0
UKANUR_spec_0_BA_2H,O=C(NCCCCCC)Nc1c(C)c2c(C[C@H](C)/C2=C3[C@@H](C)Cc4c/3c(C)c(NC(NCCCCCC)=O)cc4C)c(C)c1,0
UKEWOW_spec_0_BA_2H,[C@@H](CCCC)(P(=O)(Oc1ccccc1)Oc1ccccc1)NC(=S)Nc1ccccc1,0
UKEWUC_spec_0_BA_2H,[C@H](CCC)(P(=O)(Oc1ccccc1)Oc1ccccc1)NC(=S)Nc1ccccc1,0
UKIJIK_spec_0_LB,[O-][n+]1c(c(c2c(c1C)cccc2)C)Cc1ccccc1,0
UKIJOQ_spec_0_LB,c1(ccccc1)Cc1c(c2c(cccc2c([n+]1[O-])C)F)C,0
UKIQIQ_spec_0_LB_E,N1[C@@H]([C@@](CC1)(O)c1ccccc1)C(=O)OCC,0
UKOQUG_spec_0_BA_2H,S=C(NC(=O)c1ccc(cc1)Cl)Nc1ccccc1C,0
ULANAW_spec_0_BA_1H,Oc1c(c2c(O)c(C(c3ccc([N+]([O-])=O)cc3)=O)cc4c2cccc4)c(cccc5)c5cc1C(c6ccc([N+]([O-])=O)cc6)=O,0
ULANIE_spec_0_BA_1H,c1(c(O)c(S(=O)(=O)c2ccccc2)cc2c1cccc2)c1c(c(cc2c1cccc2)S(=O)(=O)c1ccccc1)O,0
ULICOI_spec_0_BA_2H,S=C(Nc1ccc(C(=O)N)cc1)NC(=O)c1cc(F)c(F)c(F)c1F,0
ULOXAU_spec_1_BB,BrC(C(C(C)=C(C)C1=O)=O)=C1N=P(c2ccccc2)(c3ccccc3)c4ccccc4,0
UMALAV_spec_1_LB_E,O[C@]12c3c(N([C@H]1N[C@@H](C2)C(=O)OC)C(=O)OC(C)(C)C)cccc3,0
UMARAD_spec_0_BA_1H,[C@H]1(OC(=O)O[C@H]1[C@H](O)[C@@H](CO)O)CO,0
UMEWUG_spec_0_LB_E,O=C(OC)[C@@](C)(N[C@H]1C(F)(F)F)[C@H]([N+]([O-])=O)[C@H]1c2ccccc2,0
UMEXAN_spec_0_LB_E,[C@H]1(C(F)(F)F)N[C@@](C)(C(=O)OC)[C@H](C1)S(=O)(=O)c1ccccc1,0
UMEXER_spec_0_LB_E,[C@H]1([C@@H](c2ccccn2)N[C@H](C1)C(F)(F)F)S(=O)(=O)c1ccccc1,0
UMEXIV_spec_0_LB_E,[C@H]1([C@H]([C@@H]([C@@](C(=O)OC)(C)N1)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)C(F)(F)F,0
UMEXOB_spec_0_LB_E,O=C1N(C(=O)[C@H]2[C@](N[C@H]([C@@H]12)C(F)(F)F)(C(=O)OC)C)C,0
UNECEW_spec_0_LB_E,N1[C@@]([C@H](C(=C)C1=O)C)(C(=O)OCc1ccccc1)C(C)C,0
UNECIA_spec_0_LB_E,N1[C@]([C@@H](C(=C)C1=O)c1ccccc1)(C(=O)OCc1ccccc1)CC(C)C,0
UNIQAL_spec_0_BA_2H,S(c1c(cccc1)NC(=S)Nc1ccccc1)C(C)(C)C,0
UNIQEP_spec_0_BA_2H,S(C(C)(C)C)c1ccccc1NC(=S)NCCCSC,0
UNIQIT_spec_0_BA_2H,S=C(Nc1ccccc1)NCCSCc1ncccc1,0
UNIQOZ_spec_0_BA_2H,S=C(NCCCSC)NCCSCc1ncccc1,0
UNOJUC_spec_1_BA_1H,Oc1c(cc2ccccc2c1c1c(O)ccc2ccccc12)c1c(O)c(c2c(c1)cccc2)c1c(O)ccc2ccccc12,0
UNUBAH_spec_0_BA_2H,S=C(NC(=O)c1ccccc1)NCCC(=O)OC,0
UNUFER_spec_0_LB_E,O(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)[C@@H](c1ccccc1)[C@H]1NC(=O)CC1,0
UNUFIV_spec_0_LB_E,N1C(=O)CC[C@H]1[C@H](c1c2ccccc2n(c1)C)c1ccccc1,0
UNUFOB_spec_0_LB_E,N1[C@@H](CCC1=O)[C@H](c1ccc(cc1)Br)OC(=O)C,0
UNUFUH_spec_0_LB_E,[C@H](OC(=O)c1ccccc1Cl)([C@@H]1CCC(=O)N1)C,0
UPACIY_spec_0_BA_2H,N(C(=S)NCCCC)CCCC,0
UPAVAK_spec_1_LB_E,O([C@@H]1C[C@@H](CC[C@H]1C(C)C)C)[C@@H]1OC[C@H]2[C@@H](C(=O)OCC)N[C@@H](c3ccccc3)[C@H]2C1=O,0
UPAVEO_spec_0_LB_E,N1[C@H]([C@@H]2[C@H]([C@H]1c1ccccc1)C(=O)[C@H](OC2)O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C)C(=O)OCC,0
UPOPOG_spec_0_LB_E,S=C1N[C@@H](CC1(C(=O)OC)C(=O)OC)/C=C/c1ccccc1,0
UQIBON_spec_0_BA_2H,O=C(Nc1c2c(nc3c1cccc3)cccc2)NC(C)(C)C,0
UREHOQ_spec_0_BA_2H,Ic1c2nc(sc2ccc1NC(=O)Nc1sc(cc1C(=O)OCC)CC)N(C(=O)OC(C)(C)C)C,0
URETUH_spec_0_BA_2H,S=C(NC(=O)c1ccccc1)N[C@H]1CCCC[C@@H]1NC(=S)NC(=O)c1ccccc1,0
URUJUP_spec_0_LB_C,O=C(O)[C@@H](N1[C]N(C(=C1c1ccccc1)C)c1c(cccc1C(C)C)C(C)C)c1ccccc1,0
URUTEJ_spec_0_LB_E,CS(=O)(=O)[C@@]1([C@H](c2ccccc2)N[C@@H](C1)C(=O)OCC)Br,0
USAZOF_spec_0_LB_E,S([C@@H]1[C@@]2([C@@H](NC1=O)c1ccc(cc1)C(C)(C)C)c1ccccc1N(C2=O)C)c1ccc(cc1)C,0
USEZUQ_spec_0_BA_2H,S=C(NC(=O)c1ccccc1)N[C@@H](C(=O)OCC)C,0
USOJIW_spec_0_LB_E,c1cc(ccc1Br)[C@@H]1[C@H]([C@@H]([C@H](c2ccccn2)N1)C#N)C#N,0
USOJOC_spec_0_LB_E,Brc1ccc([C@H]2N[C@@H](c3ncccc3)[C@H]([C@@H]2c4ccccc4)[N+]([O-])=O)cc1,0
USUKIF_spec_0_LB_E,s1c(ncc1)[C@@H]1N[C@](COC(C)(C)C)(C(=O)OC(C)(C)C)C[C@@H]1C(=O)OC,0
USUKOL_spec_0_LB_E,O(C(=O)[C@]1(N[C@@H](c2nccs2)[C@@H](C(=O)OC)C1)CC(C)C)C(C)(C)C,0
USUKUR_spec_0_LB_E,s1c(ncc1)[C@@H]1N[C@@](C(=O)OC(C)(C)C)(CC(C)C)C[C@@H]1C(=O)C,0
USULAY_spec_0_LB_E,s1c(ncc1)[C@@H]1N[C@@](C(=O)OC(C)(C)C)(Cc2ccccc2)C[C@@H]1C(=O)OC,0
USUMED_spec_0_LB_E,O=C1N(Cc2c(OC)cc(OC)cc2)C(=O)[C@@]2(C[C@H]1N[C@@H]2c1ccccc1)c1ccc(cc1)Cl,0
USUPOQ_spec_0_LB_E,Clc1c([C@H]2N[C@]([C@@H]3[C@H]2C(=O)N(C3=O)Cc2ccccc2)(/C=C/c2ccccc2)C)cccc1,0
UTALUY_spec_0_LB_E,Br[C@]1(C[C@@](N[C@H]1c1ccc(Br)cc1)(C)C1(OC)OO1)S(=O)(=O)c1ccccc1,0
UTASUF_spec_0_LB_E,N1[C@H]([C@H]2C(=O)OC(=O)[C@H]2[C@@]1(C)C(=O)OC)c1ccc(cc1)C#N,0
UTASUG_spec_0_LB_E,N1C(=O)CC[C@@]21C(=O)C=Cc1c2cccc1,0
UTATAN_spec_1_LB_E,C1(=O)N[C@]2(CC1)C=CC(=O)c1cc(ccc21)Br,0
UTATER_spec_0_LB_E,N1C(=O)CC[C@@]21c1ccccc1C=C[C@H]2O,0
UTAXOF_spec_0_BA_2H,c1c(C[C@H](C[C@@H](C)C(=O)OCC)NC(=S)NCC)ccc(c2ccccc2)c1,0
UVESEU_spec_0_BA_2H,C(=S)(NCCCCCC)Nc1ccccc1,0
UXATAP_spec_0_BB,Cc1cccc(C)c1Nc2c(P(c3ccccc3)(c4ccccc4)=Nc5c(C)cc(C)cc5C)cccc2,0
UXAYAU_spec_0_BA_2H,n1c(cccc1C#Cc1ccccc1)NC(=O)NCCCCCC,0
UXIBUA_spec_0_BA_2H,S=C(Nc1ccc(cc1)Cl)N[C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2,0
UXIDEM_spec_0_BA_2H,s1cc(nc1NC(=S)NCCC)C,0
UXIKAP_spec_0_BA_2H,S=C(NC(=O)c1occc1)Nc1ncc(Cl)cc1,0
UYAFUX_spec_0_BA_2H,S=C(N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)Nc1ccc(cc1)Br,0
UYEHAI_spec_0_BA_1H,FC(F)(F)C(O)(C(F)(F)F)[C@@H]1OC(O[C@H]1C(O)(C(F)(F)F)C(F)(F)F)(C)C,0
UYOZUE_spec_0_BA_2H,n1nc(NC(=O)Nc2cccc(c2)Cl)sc1,0
UZEREY_spec_0_BB,Cc1c(/N=C(C(C)(C)C)\Nc2c(P(c3ccccc3)(c4ccccc4)=Nc5ccccc5)cccc2)c(C)ccc1,0
UZIVOQ_spec_0_BA_2H,c1(cc2c(cc1)cccc2)C(=O)NC(=O)NC,0
UZOGIA_spec_0_LB_E,[C@@]12([C@H]([C@H](C(=O)OCC)NC1=S)C(=O)OCC)C(=O)N(c1ccc(cc21)Br)C,0
Ur2,c1c(cccc1)NC(=O)Nc1ccccc1,0
Ur3,c1c(cccc1)NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
Ur4,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
Ur6,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC(=O)Nc1cccc(c1)C(F)(F)F,0
VADDIP_spec_0_LB_E,Clc1ccc([C@@H]2N[C@@H]([C@H]([C@@H]2C(=O)C)c2ccccc2)C(=O)OC)cc1,0
VAJFUI_spec_0_BA_2H,[Si](OCC)(OCC)(OCC)CCCNC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,0
VAKZUD_spec_0_BA_2H,c1(cccc(n1)N)NC(=S)Nc1c(cccc1)OC,0
VALBAM_spec_0_BA_2H,c1(cccc(n1)N)NC(=S)Nc1ccc(cc1)Cl,0
VALBEQ_spec_0_BA_2H,Nc1nc(NC(Nc2ccc([N+]([O-])=O)cc2)=S)ccc1,0
VALRUY_spec_0_LB_E,OC(c1cc(OC)c2ccccc2c1OC)(c1cc(OC)c2c(c1OC)cccc2)[C@H]1N[C@@H]2[C@H](C1)CCCC2,0
VAMKAY_spec_0_LB_E,[C@H]1([C@@]2([C@@H](C(=O)c3ccccc3)[C@]3(N1)C(=O)Nc1c3cc(cc1)OC)C(=O)Nc1ccccc21)c1ccc(cc1)F,0
VAMNUV_spec_0_LB_E,Brc1ccccc1[C@H]2[C@@H](NC(C(OCC)=O)([C@@H]2[N+]([O-])=O)C(OCC)=O)C(F)(F)F,0
VANQIN_spec_0_BA_2H,O=C(NC1CCCCC1)Nc1nc(=O)n(c(=O)[nH]1)Cc1ccccc1,0
VANWOX_spec_0_LB_E,O(C(=O)[C@@H]1N[C@@H]([C@@H](C1)C(=O)OC(C)(C)C)c1ccc(cc1)Br)C,0
VAPGOK_spec_0_BB,CCP(c1c(oc2c3cccc2P(CC)(CC)=NCc4ccccc4)c3ccc1)(CC)=NCc5ccccc5,0
VAPRIO_spec_1_LB_C,N1([C]N(C(=C1C)C)Cc1ccccc1)Cc1ccccc1,0
VAPSUC_spec_0_BB,O=C(C)OC[C@H]([C@@H](OC(C)=O)[C@@H]([C@H]1OC(C)=O)OC(C)=O)O[C@H]1N=P(c2ccccc2)(c3ccccc3)c4ccccc4,0
VAQMIL_spec_0_BA_2H,Oc1c(C#Cc2ccccc2NC(NCCCCCC)=O)cc([N+]([O-])=O)cc1,0
VARDOJ_spec_0_BA_2H,C(C)(NC1=C(C(=O)C1=O)NC(C)C)C,0
VARGIF_spec_0_BA_2H,Clc1ccc(C(NC(=O)Nc2ccccc2)c2ccc(cc2)Cl)cc1,0
VASPOW_spec_0_LB_E,[C@H]1([C@H](c2ccccc2)N[C@@]([C@H]1C)(C(=O)OCC)C#N)C=O,0
VATKAD_spec_1_BA_2H,S=C(Nc1ncccc1)Nc1ncccc1,0
VATLIN_spec_0_BA_2H,O=C(NC(Nc1ccc(C)cc1)=O)c2sc(N)c(C(OCC)=O)c2c3cccc([N+]([O-])=O)c3,0
VATLUZ_spec_1_BA_2H,Brc1ccc(cc1)[C@@H]1C(=C(N)S[C@H]1C(=O)NC(=O)Nc1ccc(C)cc1)C(=O)OCC,0
VATQUD_spec_0_BA_2H,Cc1cccc(n1)NC(=S)N[C@H]([C@H](OC)c1ccccc1)C,0
VAVTET_spec_0_LB_E,OC[C@H]1NC(=O)C[C@@H]1NC(C)C,0
VAWCII_spec_0_LB_E,N1=C([C@H]2[C@@H]([C@]3(N[C@@H]2c2ccc(Br)cc2)c2ccccc2N(Cc2ccccc2)C3=O)c2ccc(Br)cc2)C(c2c1cccc2)(C)C,0
VAYFEJ_spec_0_BA_2H,S=C(Nc1c(F)c(F)c(F)c(F)c1F)Nc1c(F)c(F)c(F)c(F)c1F,0
VEDSIJ_spec_0_LB_E,O=C(OCC)[C@@H]1[C@]23[C@H]4CC[C@](C4(C)C)([C@@H]3OC(=O)[C@H](N2)[C@H]1C)C,0
VEDVAE_spec_0_LB_E,S(=O)(=O)(N1c2ccccc2[C@H]2NC(/C(=C/c3ccccc3)/[C@@H]12)(C(=O)OCC)C(=O)OCC)c1ccccc1,0
VEDVEI_spec_0_LB_E,S(=O)(=O)(N1c2ccccc2[C@H]2NC(C(=C)[C@@H]12)(C(=O)OCC)C(=O)OCC)c1c(cc(cc1C)C)C,0
VEFTOP_spec_1_BB,C1(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)=Nc5nnnn5C(N=P(c6ccccc6)(c7ccccc7)c8ccccc8)=N1,0
VEGMEA_spec_0_BA_2H,O=C(NC(=S)Nc1cc(Cl)ccc1)c1ccccc1,0
VEHQUU_spec_0_LB_E,[Si]([C@@H]1[C@H](NC(=O)[C@H]1[C@H](O)C)CO)(C)(c1ccccc1)C,0
VEHWIO_spec_0_LB_E,[Si]([C@H]1[C@@H](C(=O)N[C@@H]1CO)[C@H](O)/C=C/C)(C)(C)c1ccccc1,0
VEJTIN_spec_0_LB_E,[C@@]12([C@@H]3[C@H]([C@]([C@H](C1)c1ccccc1)(N2)C(=O)OC)C(=O)N(C3=O)c1ccccc1)c1ccccc1,0
VEJXAM_spec_0_LB,O=C(N1[C@H](C(=O)Nc2[n+]([O-])cccc2)CCC1)[C@@H](NC(=O)OC(C)(C)C)C,0
VELZUJ_spec_0_LB_E,O(C(=O)[C@@H]1N[C@@](/C=C/c2ccccc2)([C@@H]([C@H]1c1ccccc1)C(=O)C(=O)OC)C(=O)OC)C(C)(C)C,0
VEMBAR_spec_0_BA_2H,O=C(NC(=S)Nc1ccccc1C)c1ccc(OCC)cc1,0
VEMGAX_spec_1_BB,[C@@]([C@@H]1[N@]2CC[C@@H](C1)[C@H](C2)C=C)(c1ccccc1)(O)c1ccnc2ccc(cc12)OC,0
VEMGEB_spec_1_BB,c1c2nccc(c2cc(c1)OC)[C@@]([C@H]1C[C@H]2[C@@H](C=C)C[N@@]1CC2)(O)C,0
VEPTUG_spec_0_BA_2H,N(CCc1ccccc1)C(=O)NCCc1ccccc1,0
VEPVAO_spec_0_BB,O=S(Cc1ccccc1)(/C=C(C(F)(C(F)(C(F)F)F)F)\N=P(c2ccccc2)(c3ccccc3)c4ccccc4)=O,0
VERTOB_spec_0_LB_E,N1C(=O)CC[C@H]1C(=O)N[C@@H](C)C(=O)O,0
VETHOS_spec_0_BA_2H,O=N(=O)c1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,0
VEWKOA_spec_0_BA_2H,c1(=O)c(cc2ccc(cc2o1)N(CC)CC)NC(=S)Nc1c2ccccc2ccc1,0
VEYWIH_spec_0_BA_2H,CCCCCCNC(=S)Nc1ccc(cc1)C(=O)C,0
VEYWUT_spec_0_BA_2H,CCc1ccc(cc1)NC(=S)NCCCCCC,0
VEYXAA_spec_0_BA_2H,C(CCNC(=S)Nc1ccc(cc1)OC)CCC,0
VEYXEE_spec_0_BA_2H,c1(ccc(cc1)NC(=S)NCCCCCC)C(=O)C(F)(F)F,0
VEYXII_spec_0_BA_2H,C(CCC)CCNC(=S)Nc1ccc(cc1)I,0
VEYXOO_spec_0_BA_2H,CCCCCCNC(=S)Nc1ccc(cc1)OCC,0
VEZGIS_spec_0_BA_2H,c1(NC(=S)NCCCCCC)ccc(F)cc1,0
VEZGOY_spec_0_BA_2H,CCCCCCNC(=S)Nc1ccc(cc1)Br,0
VEZGUE_spec_0_BA_2H,C(NC(=S)Nc1ccc(cc1)C(F)(F)F)CCCCC,0
