Structure,SMILES,Charge
thio_urea_sq_79,CN(Cc1ccccc1)C(=O)[C@@H](NC(=S)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(C)(C)C,0
thio_urea_sq_7,S=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,0
thio_urea_sq_80,CN(Cc1ccccc1)C(=O)[C@@H](NC(=S)N[C@@H]2CCCC[C@H]2N)C(C)(C)C,0
thio_urea_sq_81,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2NC(=O)NC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,0
thio_urea_sq_82,B(C1=CC=CC=C1NC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)(F)F,0
thio_urea_sq_83,CC(C)(C)S(=O)N[C@@H]1CCCC[C@H]1NC(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,0
thio_urea_sq_84,FC(F)(F)c1ccc(NC2=C(N[C@@H]3CCCC[C@H]3N3CCCCC3)C(=O)C2=O)cc1,0
thio_urea_sq_85,S=C1C(C(N[C@@H]2CCCC[C@H]2N(C)C)=C1NC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=S,0
thio_urea_sq_86,CC[C@H]1CN2CCC1CC2[C@@H](NC(=S)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccnc5ccc(OC)cc45,0
thio_urea_sq_87,COc1ccc2nccc([C@H](NC(=S)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C4CC5CCN4C[C@@H]5C=C)c2c1,0
thio_urea_sq_88,COc1ccc2nccc([C@@H](NC(=S)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C4CC5CCN4C[C@@H]5C=C)c2c1,0
thio_urea_sq_89,N1(CCCC1)/C(NC2CCCCC2)=N\C3CCCCC3,0
thio_urea_sq_8,O=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,0
thio_urea_sq_90,C1(NC2CCCCC2)=NCCS1,0
thio_urea_sq_91,O=C(C1=CC2=C(C=CC=C2)N1)NC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3,0
thio_urea_sq_92,N[C@@H]1[C@@H](NC(NC[C@@]2(C)C(CCC3=CC(C(C)C)=CC=C34)[C@]4(C)CCC2)=S)CCCC1,0
thio_urea_sq_93,S=C(N[C@@H]1CCCC[C@H]1N)N[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)C2,0
thio_urea_sq_94,S=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)N[C@@H](C(C)(C)C)C(N2[C@@H](C3=CC=CC=C3)CCC2)=O,0
thio_urea_sq_95,C1=CC=C(C=C1)[C@H]([C@@H](C2=CC=CC=C2)NC(=S)NC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N,0
thio_urea_sq_96,S=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)N[C@@H](C(C)(C)C)CN2CCCCC2,0
thio_urea_sq_97,S=C(N[C@@H](C1=CC=CC=C1)[C@@H](NOS(=O)(C)=O)C2=CC=CC=C2)N[C@@H](C3=CC=NC4=C3C=C(OC)C=C4)C5[N@](C[C@H]6C=C)CC[C@H]6C5,0
thio_urea_sq_98,O=C1C(NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=C(NC[C@H]3NCCC3)C1=O,0
thio_urea_sq_99,O=S(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=O,0
thio_urea_sq_9,O=C(C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=C2NC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C2=O,0
ABEFAP_spec_0_BA_2H,S=C(NC(=O)c1ccc(OC)cc1)Nc1c(OC)cccc1,0
ABEMIE_spec_0_LB,P(=O)(n1c(nc2ccccc12)N)(N(C)C)N(C)C,0
ABIBEU_spec_0_BA_2H,CC(C)(C)NC(=O)N[C@@H]1CCCC[C@@H]1NC(=O)[C@H]1CCCN1C(=O)NC1CCCCC1,0
ABONIQ_spec_0_BB,CC(C)c1c(N=[P@](c2c3oc4ccccc4c3ccc2)(c5ccccc5)C)c(C(C)C)ccc1,0
ABONOW_spec_0_BB,C[P@](c1cccc2c3ccccc3oc12)(c4ccccc4)=Nc5c(C)cc(C)cc5C,0
ABOQOA_spec_0_LB_E,FC(COC(=O)[C@@H]1CCC(=O)N1)F,0
ACAFEQ_spec_0_BA_2H,S=C(NCc1ncccc1)Nc1ccccc1,0
ACAFIU_spec_0_BA_2H,c1(CNC(=S)Nc2c(cccc2)OC)ncccc1,0
ACAFOA_spec_0_BA_2H,c1(ccccn1)CNC(=S)Nc1ccc(cc1)OC,0
ACAFUG_spec_0_BA_2H,c1(CNC(=S)Nc2ccc(cc2)Br)ncccc1,0
ACAPIE_spec_0_BA_2H,N(c1ccc(cc1)C)C(=S)NC(=O)c1ccccc1F,0
ACESOR_spec_0_BA_2H,FC(F)(c1cc(NC(=S)NCCc2ccccc2)ccc1)F,0
ACEVUA_spec_0_BA_2H,Clc1c(NC(=S)NC(=O)c2ccc(OC)cc2)cccc1,0
ACEZIS_spec_0_BA_2H,O=C(c1ccc(cc1)OC)NC(=S)Nc1ccccc1Br,0
ACIWOZ_spec_0_BA_2H,c1ccc(NC(=S)Nc2ccccc2NC(=S)Nc2ccccc2)cc1,0
ACIZAP_spec_0_BA_2H,N(C(=S)Nc1cc(cc(c1)C)C)c1cc(C)cc(c1)C,0
ACOHAC_spec_1_LB,[n+]1([O-])c(cccc1C)C,0
ACXMPR_spec_0_LB_E,C(=O)([C@H]([C@H]1C[C@@H](C(=O)O)NC1=O)N)O,0
ADEJOJ_spec_1_LB,O=C(C1=NN[C@@](C1)(C(OC)=O)CNc2cc[n+]([O-])cc2)OC,0
ADESEI_spec_1_LA,COc1ccc2c(c([C@@H]3O[C@](O)(C)C[N@+]45[C@@H]3C[C@@H]([C@@H](CC)C5)CC4)ccn2)c1,1
ADEZEP_spec_0_BA_2H,S=C(NC(=O)c1ccccc1)NC(=O)NC(C)(C)C,0
ADIFAV_spec_0_BA_2H,Clc1c(O[C@H](C)C(=O)NC(=S)NC(=O)NC(C)(C)C)ccc(c1)Cl,0
ADIKUT_spec_0_LB_E,[S@](=O)(c1ccc(cc1)C)C[C@@]12[C@]3([C@H]4[C@@H](N1)[C@@H]([C@@H]2CC(=O)C3)OC4=O)C,0
ADOFEG_spec_1_BA_1H,c1(c(cc(c2ccccc12)c1ccccc1)O)c1c2ccccc2c(cc1O)c1ccccc1,0
AFEZES_spec_0_LB_E,O=C(N[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]/31)C3=N\N=P(c4ccccc4)(c5ccccc5)c6ccccc6,0
AFICID_spec_0_BA_1H,c1cc2ccccc2c(c2c(C(=O)O)ccc3ccccc23)c1C(=O)O,0
AFIGON_spec_1_LB_C,N12[C]N(N=C1C=CC=C2)C,0
AFIPIQ_spec_0_BA_2H,NC(=S)NC(=O)NC(=O)c1ccccc1,0
AFOCUU_spec_0_LB,CC(CCCC1(C)C)(C)N1P2OC3=C(C4=C(C=CC=C5)C5=CC=C4O2)C6=C(C=CC=C6)C=C3,0
AFOGAF_spec_0_BA_2H,FC(F)(F)c1c(NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)cccc1,0
AFOKEN_spec_0_BA_2H,S=C(NC(=O)C(c1ccccc1)c1ccccc1)Nc1cc(ccc1)CC,0
AFOKIS_spec_0_BA_2H,O=C(NCc1ccc(cc1)C(=O)c1ccc(cc1)C)NCc1ccc(cc1)C(=O)c1ccc(C)cc1,0
AFOKOY_spec_0_BA_2H,O=C(NCc1cc(cc(c1)C)C(=O)c1ccccc1)NCc1cc(cc(c1)C)C(=O)c1ccccc1,0
AGOKIR_spec_0_BA_2H,N(c1ccc(C)cc1)C(=O)Nc1ncccc1,0
AGOLIS_spec_0_BA_2H,N(C(=O)NCCNC(=O)Nc1cnccc1)c1cnccc1,0
AHCDLA_spec_0_LB_E,C1C[C@]2(C[C@]3(CCCC[C@H]13)C(=O)N2)O,0
AHIHEH_spec_0_LB_C,N12c3ccccc3CC[C@H]1[C@@H]1[N@@]([C@@H](CCC1)C)[C]2,0
AIPPYR_spec_0_LB_E,N1C(=O)/C(=C(/C)\O)/C(=O)[C@H]1C(C)C,0
AJIQAN_spec_0_BA_2H,S=C(NC(=O)c1c2ccccc2ccc1)Nc1ncc(cc1)C,0
AJIROD_spec_1_BB,c1(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)ccccc1Nc5ccccc5N=P(c6ccccc6)(c7ccccc7)c8ccccc8,0
AJONIZ_spec_0_LB_E,O=C([C@@]12NN=C(c3c([N+]([O-])=O)cccc3)[C@@H]1CN[C@@H]2C)OC,0
AJOROI_spec_0_BB,CC(C)(C)P(C(C)(C)C)(C#N)=Nc1ccccn1,0
AJOVIF_spec_1_LB_C,N1([C]N(C(=C1C)C)C(C)(C)C)C(C)(C)C,0
AJOVUR_spec_1_LB_C,[C]1N(C(C)(CC(C)(C)C)C)C(=C(N1C(C)(C)C)C)C,0
AJUJOF_spec_0_BA_2H,N(c1cc(ccc1C)NC(=O)Nc1ccccc1)C(=O)OC,0
AJUKOF_spec_0_BA_2H,S=C(Nc1ccccc1)NC(=O)OCC,0
AJUVOS_spec_1_LB_C,Brc1ccc(N2[C]SC(=C2C)C)cc1,0
AKABEU_spec_0_BB,Cc1c(N=P(c2ccccc2)(c3ccccc3)c4cccc5c4oc6c(P(c7ccccc7)(c8ccccc8)=Nc9c(C)cc(C)cc9C)cccc65)c(C)cc(C)c1,0
AKEGIJ_spec_0_LB,c1(ccccc1)[C@@H](CN(P(=O)(N(C)C)N(C)C)C)C(C#N)C#N,0
AKELIM_spec_0_BA_2H,O=C(NC(=O)NC)[C@@H](C)C1=CCCCC1,0
AKENOU_spec_0_BA_2H,C(=O)(Nc1cc(C(F)(F)F)c(cc1)Cl)Nc1ccc(cc1)Oc1ccnc(c1)C(=O)NC,0
AKEWEV_spec_0_LB_E,N1C(=O)CC[C@H]1C1=C2[C@H](CCCC2)CCC1,0
AKEWIZ_spec_0_LB_E,N1C(=O)CC[C@@H]1C(=C)/C(=C/C)/C,0
AKEWUL_spec_0_LB_E,N1C(=O)CC[C@@H]1[C@@](c1ccccc1)(OC(=O)C)C,0
AKIDIJ_spec_0_LB_E,FC(F)([C@]1([C@H](C(=O)c2ccc(cc2)Cl)[C@@H](N[C@@H]1C(=O)OC)c1ccc(cc1)Br)C)F,0
AKIDOP_spec_0_LB_E,Brc1ccc(cc1)[C@@H]1N[C@@H]([C@]([C@@H]1[C@H](O)c1ccc(Cl)cc1)(C(F)(F)F)C)C(=O)OC,0
AKUHOF_spec_0_LB_E,O(c1c(OC)cc(cc1)/C=C\1/C(=O)N[C@H]([C@@H]1C(=O)NCc1ccc(Cl)cc1)c1cc(OC)c(OC(C)C)cc1)C(C)C,0
ALEKIN_spec_0_BA_2H,n1ccccc1CN(Cc1ccccn1)CCNC(=O)NC(C)(C)C,0
ALIBAB_spec_0_BA_2H,Clc1ccc(NC(=S)NCc2occc2)cc1,0
ALKCAM01_spec_0_LB_E,N1(C(=O)[C@]2([C@H]3N[C@@H](C2)[C@H]2[C@@H](C3)C(=COC2)C(=O)C)c2ccccc12)C,0
ALOJES_spec_1_BA_2H,S=C(NC1=[N+]([H])C(C)=CC=C1)Nc2ccccc2,1
ALOREA_spec_0_BA_2H,N(C1=C(NCCCC)C(=O)C1=O)CCCC,0
ALOSAX_spec_1_BA_2H,O=C(Nc1c(NC(=O)Nc2cccc3cc[nH]c23)cccc1)Nc1cccc2c1[nH]cc2,0
ALOSUR_spec_0_BA_2H,S=C(NC(=O)c1ccc(C(F)(F)F)cc1)Nc1ccccc1,0
ALOTAY_spec_0_BA_2H,S=C(NC(=O)CCCCC)Nc1ccccc1,0
ALOTEC_spec_0_BA_2H,S=C(NC(=O)CCCCC)Nc1ccc(N2CCOCC2)cc1,0
ALOZAE_spec_0_BA_2H,O=C(Nc1c(NC(=O)Nc2ccccc2)cccc1)Nc1ccccc1NC(=O)Nc1ccccc1,0
ALUGAR_spec_1_BA_2H,O=C(Nc1c2[nH]ccc2ccc1)Nc1ccccc1NC(=O)Nc1cccc2c1[nH]cc2,0
ALUGOF_spec_0_BA_2H,c1cn(C)c(CNC(=S)Nc2ccccc2)n1,0
ALUMAX_spec_2_BA_2H,O=C(Nc1c(NC(=O)Nc2ccccc2NC(=O)c2cc(N)ccc2)cccc1)c1cc(N)ccc1,0
ALUYAJ_spec_0_LB_E,S=C1[C@]2(C3([C@]4(c5c(ccc(C)c5)N(C4=O)C)N1)CCCCC3)c1ccccc1N(C2=O)C(=O)OC(C)(C)C,0
AMEBOJ_spec_0_BA_2H,S=C(Nc1c2ccccc2ccc1)NC(=O)c1ccc(Cl)cc1,0
AMEGIK_spec_0_BA_2H,S=C(Nc1cc([N+]([O-])=O)ccc1)Nc2ccc([N+]([O-])=O)cc2,0
AMELEL_spec_0_BA_2H,c1ccccc1NC(=O)Nc1nc(C)ccc1,0
AMEPAL_spec_0_BA_2H,O=C(OCc1ccccc1)NC(=S)NCCC(=O)NCc1ccccc1,0
AMEPIT_spec_0_BA_2H,O(C(=O)N1CCC[C@H]1CNC(=S)Nc1ccccc1)C(C)(C)C,0
AMEVOF_spec_0_BA_2H,CCCCCCNC(Nc1ccc([N+]([O-])=O)cc1)=O,0
AMILOZ_spec_0_BA_2H,C(=S)(Nc1ccccc1)N[C@H](C)c1nc2c(s1)cc(cc2)F,0
AMIRIA_spec_1_LB_E,C1(=O)N(c2c([C@]31N[C@H]([C@H]([C@@H]3c1ccc(OC)cc1)C(=O)C(=O)OCC)c1ccccc1)cccc2)Cc1ccccc1,0
AMISAT_spec_0_LB_E,O=C(N(C)C)C(=O)[C@@H]1[C@@H](N[C@]2(c3ccccc3N(C2=O)Cc2ccccc2)[C@H]1c1ccc(OC)cc1)c1ccccc1,0
AMODOY_spec_1_BA_2H,Fc1cc(Oc2ccnc(c2)C(=O)NC)ccc1NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,0
ANILOB_spec_0_BA_2H,S(=O)(=O)(NC(=O)NC(=O)Nc1ccc(OC)cc1)c1ccc(cc1)C,0
ANILUH_spec_0_BA_2H,N(C(=O)NC(=O)NC(=O)NS(=O)(=O)c1ccc(cc1)C)c1ccc(cc1)OC,0
ANIPAR_spec_0_BA_2H,S(=O)(=O)(NC(=O)Nc1ccc(OC)cc1)c1ccc(C)cc1,0
ANITIC_spec_0_LB_E,O1[C@H]2[C@H]3[C@H](c4c[nH]c5ccccc45)NC[C@H]3[C@@H]1CC2,0
ANOKAR_spec_0_BA_2H,O=C(N[C@H]1CCCc2ccccc12)N[C@H]1CCCc2ccccc12,0
ANUQUW_spec_0_BA_1H,Oc1c(n2cncc2)cc2ccccc2c1c1c(O)c(n2cncc2)cc2c1cccc2,0
ANURAD_spec_2_BA_1H,Oc1ccc2c(n3cncc3)cccc2c1c1c2c(ccc1O)c(n1ccnc1)ccc2,0
ANUREH_spec_0_BA_1H,Oc1ccc2c(ccc(c2)n2ccnc2)c1c1c(O)ccc2c1ccc(n1cncc1)c2,0
ANUXEN_spec_0_LB_E,Cc1cccc(C)c1N/C(C)=C2C([C@@H](NC/2=O)[C@@H](C)CC)=O,0
APAJEH_spec_0_BA_2H,S=C(Nc1c(N)cccc1)NC,0
APAJIL_spec_0_BA_2H,N(c1ccccc1N)C(=S)NC(C)(C)C,0
APAJOR_spec_0_BA_2H,S=C(NCCNC(=S)NC)NC,0
APAJUX_spec_0_BA_2H,S=C(Nc1c(NC(=S)NC)cccc1)NC,0
APAKAE_spec_0_BA_2H,S=C(Nc1ccccc1NC(=S)NC(C)C)NC(C)C,0
APAKEI_spec_0_BA_2H,S=C(Nc1cccc(n1)NC(=S)NC)NC,0
APALEK_spec_0_BA_2H,N(C(=O)c1ccc(Cl)cc1)C(=S)NCCNC(=S)NC(=O)c1ccc(Cl)cc1,0
APAROZ_spec_0_LB_E,c1c(cccc1[C@@H]1CCC(=O)N1)[C@@H]1CCC(=O)N1,0
AQAVIY_spec_0_BA_2H,O(C)c1cc(ccc1)NC(=O)Nc1cc(OC)ccc1,0
AQAWUL_spec_0_BA_2H,c1(ccc(cc1)OC)NC(=O)Nc1ccc(cc1)OC,0
AQINUL_spec_0_BA_2H,s1c(C(=O)NC(=S)NCc2ccccc2)ccc1,0
AQIPUN_spec_0_BA_2H,s1c(C(=O)NC(=S)Nc2ccccc2)ccc1,0
AQIYAD_spec_1_BA_2H,n12c(nc3ccccc3c2nc2c1cccc2)c1c(NC(=S)NC(=O)CCC)cccc1,0
AQOPAZ_spec_1_LB,[O-][n+]1cc2c(cc1C)cccc2,0
AQOZUD_spec_0_LB,[O-][n+]1c(c2ccccc2)cccc1,0
ARENES_spec_0_BA_1H,c1c2ccccc2c(c2c3c(cc([Si](CC)(CC)C=C)c2O)cccc3)c(c1[Si](CC)(CC)C=C)O,0
ARERAT_spec_0_BA_2H,Fc1cc(NC(=S)NCCc2ccccc2)ccc1N1CCOCC1,0
ARESEV_spec_2_BA_1H,OC(=O)c1c(O)c(c2ccccc2c1)c1c(O)c(cc2ccccc12)C(=O)O,0
ARESIA_spec_1_LB_E,F[C@@H](c1ccccc1)[C@H]2[NH2+]C(C)(C)N(C)C2=O,1
ARIWEF_spec_0_BA_2H,O=C(N[C@@H]1[C@@H]([C@@H]2C=C[C@H]1C2)C(=O)OCC)N[C@@H](C)c1ccccc1,0
ASAFUX_spec_1_BA_2H,C(=S)(Nc1c(cc(cc1C)C)C)NC(=O)c1cc(ccc1)Cl,0
ASAGAE_spec_0_BA_2H,N(C(=S)NC(=O)c1cccc(c1)Cl)c1c(C(F)(F)F)cccc1,0
ASAGEI_spec_0_BA_2H,C(=S)(Nc1c(CC)cccc1CC)NC(=O)c1cc(ccc1)Cl,0
ASAGIM_spec_0_BA_2H,C(=S)(Nc1cc(ccc1)F)NC(=O)c1cc(ccc1)Cl,0
ASIJET_spec_0_BA_2H,FC(F)(c1cc(NC(=S)N[C@@H]2CCc3c2cccc3)cc(C(F)(F)F)c1)F,0
ASIJIX_spec_0_BA_2H,N(c1ccccc1)C(=S)N[C@@H]1c2ccccc2C[C@@H]1O,0
ASIJOD_spec_0_BA_2H,S=C(N[C@@H]1c2c(C[C@H]1O)cccc2)Nc1cc(C(F)(F)F)cc(c1)C(F)(F)F,0
ASIMEW_spec_1_BA_2H,S=C(Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)N[C@@H]1[C@@H](Cc2c1cccc2)O,0
ASITEC_spec_0_BA_2H,C1(=O)CC(C(=O)N1c1c(cccc1C)NC(=O)NCc1ccccc1)(c1ccccc1)c1ccccc1,0
ASONUS_spec_0_LB_E,O1[C@H]2[C@]3(OC(O[C@H]3[C@@H]1COC)(C)C)C(=O)N[C@@]2(c1c2ccccc2[nH]c1)C(=O)c1c(cccc1)Br,0
ASOPAA_spec_0_LB_E,O1c2nc(Cl)ccc2[C@H]2[C@@]31[C@@H](NC2=O)CC3,0
ATAJIP_spec_0_LB_E,c12ccccc1[C@@H]1[C@H](N2C(=O)OCC)N[C@@H](C1)C(=O)Oc1cccc2c1cccc2,0
ATATIZ_spec_0_LB,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OP(N(CC5=CC=CC=C5)CC6=CC=CC=C6)O7)=C7C=C1,0
ATUSIT_spec_0_LB_E,c1(ccc(Br)cc1)[C@@H]1[C@@H](C2([C@@]3(N1)C(=O)OCC3)CC2)C(=O)OC,0
ATUTAM_spec_0_BB,P(=O)(O[C@@H]([C@H]1[N@@]2C[C@@H]([C@@H](CC2)C1)C=C)c1ccnc2c1cc(OC)cc2)(Oc1ccccc1)Oc1ccccc1,0
ATUYOF_spec_0_BA_2H,N(C(=S)Nc1ccccc1)c1c(cccc1)I,0
ATUYUL_spec_0_BA_2H,Ic1cccc(NC(Nc2ccc([N+]([O-])=O)cc2)=S)c1,0
ATUZAS_spec_0_BA_2H,O=C(Nc1ccccc1)Nc1ccc(I)cc1,0
AVACEH_spec_0_BA_2H,N(c1cc(ccc1)OC)C(=S)Nc1cccc(I)c1,0
AVACIL_spec_0_BA_2H,Ic1ccc(NC(=S)Nc2ccccc2)cc1,0
AVACOR_spec_0_BA_2H,Ic1cc(NC(=S)Nc2ccccc2)ccc1,0
AVACUX_spec_0_BA_2H,Ic1cc(NC(=O)Nc2ccc(F)cc2)ccc1,0
AVADAE_spec_0_BA_2H,Ic1cc(NC(=S)Nc2ccc(OC)cc2)ccc1,0
AVADEI_spec_0_BA_2H,Ic1cc(NC(=O)Nc2ccccc2)ccc1,0
AVANUI_spec_0_BA_2H,S=C(NC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,0
AVAPAQ_spec_0_BA_2H,S=C(NC(=O)/C=C/c1ccccc1)NC1CCN(CC1)Cc1ccccc1,0
AVAPEU_spec_0_BA_2H,O1CCN(CC1)CCNC(=S)NC(=O)c1ccccc1,0
AWUBID_spec_0_BA_2H,N(c1nc(C)cc(n1)C)C(=S)NC(=O)c1ccccc1,0
AWUDIH_spec_0_LB_E,Clc1ccc([C@@H]2N[C@H](C(OC)=O)[C@@H]([C@H]2[N+]([O-])=O)c3cc4ccccc4n3C)cc1,0
AXAWIG_spec_0_BA_2H,c1(ccccc1)NC(=O)Nc1cccc(c1)CO,0
AXEDUD_spec_1_BB,N(C(=O)c1ccc2nccc(c2c1)[C@@H]1O[C@@]2([C@@H]3C[C@H]1[N@@](CC3)C2)CC)c1ccccc1,0
AYAFAJ_spec_0_LB_E,c1c2c(ccc1)C[C@@]1([C@@H](c3ccc(cc3)Cl)N[C@H]([C@@H]1c1ccc(cc1)OC)C(=O)OC)C2=O,0
AYAFEN_spec_0_LB_E,[C@]12([C@@H]([C@@H](C(=O)OC)N[C@H]2c2ccc(cc2)Cl)c2ccc(cc2)C)CCc2ccccc2C1=O,0
AYAGUE_spec_0_LB_E,C1(=O)C[C@@]2(C(=O)N1c1ccccc1)[C@@H](c1ccc(cc1)Cl)[C@H](C(=O)OC)N[C@@H]2c1ccc(cc1)C,0
AYIVIP_spec_0_BA_2H,C(=O)(Nc1c2cccnc2ccc1)Nc1ccccc1,0
AYUTEU_spec_0_BA_2H,c1(ccccc1)NC(=S)NCCCCNC(=S)Nc1ccccc1,0
AZADEM_spec_0_LB_E,Clc1cc2c(NC(=O)[C@@]32C(C)([C@@H](NC3)C(=O)OC)C)cc1,0
AZARUQ_spec_1_LB,[n+]1(c2ccccc2c2c(cccc2)c1)[O-],0
AZASAX_spec_2_LB,[O-][n+]1c2c(cc3ccccc13)cccc2,0
AZAZEG_spec_0_BA_2H,[C@H]12C=C[C@H]([C@@H]3[C@@H]4C[C@H]([C@H]13)C[C@H]4CNC(=S)NC(=O)c1ccccc1)C2,0
AZEDUF_spec_0_LB_E,Brc1ccc([C@H]2N[C@]([C@H]([C@H]2C(=O)OC)C(=O)OC)(C(=O)OC)c2ccccc2)cc1,0
AZEFAN_spec_0_LB_E,O(C(=O)C1(N[C@@H]([C@@H]([C@H]1C(=O)OC)C(=O)OC)c1ccc(Cl)cc1)C(=O)OCC)CC,0
AZEFER_spec_0_LB_E,Clc1cc([C@H]2NC(C[C@H]2C(=O)C)(C(=O)OCC)C(=O)OCC)ccc1,0
AZOMUY_spec_0_BA_2H,C(CNC(=O)Nc1ccccc1)CNC(=O)Nc1ccccc1,0
AZOSUE_spec_0_BA_2H,O=C(NC(=S)Nc1c(NC(=S)NC(=O)c2ccc(cc2)C)cccc1)c1ccc(cc1)C,0
AZOVIV_spec_0_LB_E,O=C(C1(C(OCC)=O)N[C@H](c2ccc([N+]([O-])=O)cc2)[C@](c3ccccc3)(C(OC)=O)C1)OCC,0
AZOYAQ_spec_0_BA_2H,O(c1ccc(c(c1)NC(=S)NC(=O)CCCCl)OC)C,0
AZPNOD_spec_0_LB_E,C12(CCC(=O)N1)NC(=O)CC2,0
AZUBED_spec_0_BA_2H,c1(ccccc1)NC(=S)NCCN,0
AZUDAB_spec_0_BA_2H,c1(ccccc1)[C@H](O)CNC(=O)Nc1ccc(cc1)OC,0
AZUMAK_spec_0_BB,N(c1ccccn1)(CP(C2=CC=CC=C2)(C3=CC=CC=C3)=Nc4ccccn4)P(C5=CC=CC=C5)C6=CC=CC=C6,0
AZUMEO_spec_1_BA_2H,c1cccc(c1)/C=C/C(=O)NC(=S)NCC(=O)O,0
AZUZAX_spec_0_LB_E,c1(ccccc1)NC(=O)[C@@H]1CCC(=O)N1,0
BABFEP_spec_0_LB_E,O[C@]1(C(NC(C1)(C)C)(C)C)C#Cc1ccccc1,0
BACQON_spec_0_LB_E,N1[C@@H](CCC1)C(=O)N[C@@H](C(C)C)C(=O)NCCC,0
BAGNIG_spec_0_BA_1H,Oc1c(c2c(O)c(cc3c2cccc3)CCOC)c2ccccc2cc1CCOC,0
BAHCIY_spec_0_LB_E,O(C(=O)[C@H]1N[C@@H]2ON(c3c(cccc3Cl)[C@]2(OC(=O)OC(C)(C)C)C1)C)CC,0
BAHCUK_spec_0_LB_E,Clc1c2c([C@]3(O)[C@H](ON2C)N[C@H](C3)C(=O)OCC)ccc1,0
BAJSOW_spec_1_BA_PA,[P@@]1(=O)(O)Oc2c(-c3c(O1)c(c1c(c3)cccc1)c1c3O[P@](=O)(O)Oc4c(-c3cc3ccccc13)cccc4c1ccccc1)cccc2c1ccccc1,0
BAKWUF_spec_0_BB,OCCCN=P(c1ccccc1)(c2ccccc2)c3ccccc3,0
BALFEA_spec_0_BA_2H,c1(ccccn1)NC(=S)Nc1cccc(c1)OC,0
BALFIE_spec_0_BA_2H,C(=S)(Nc1c(cccn1)C)Nc1cc(ccc1)OC,0
BALFOK_spec_0_BA_2H,c1(cc(ccn1)C)NC(=S)Nc1cc(OC)ccc1,0
BALGAX_spec_0_BA_2H,c1(cccc(n1)C)NC(=S)Nc1cc(ccc1)OC,0
BALGEB_spec_0_BA_2H,c1(cc(cc(C)n1)C)NC(=S)Nc1cc(ccc1)OC,0
BALJOO_spec_0_BA_2H,c1(NC(=S)Nc2c(cccc2)SC)ccccn1,0
BALJUU_spec_0_BA_2H,c1(c(cccn1)C)NC(=S)Nc1c(cccc1)SC,0
BALKAB_spec_0_BA_2H,c1(cc(ccn1)C)NC(=S)Nc1c(cccc1)SC,0
BALKEF_spec_0_BA_2H,c1(c(cccc1)SC)NC(=S)Nc1ccc(cn1)C,0
BALKIJ_spec_0_BA_2H,c1(cccc(C)n1)NC(=S)Nc1c(cccc1)SC,0
BALKOP_spec_0_BA_2H,c1(cc(cc(C)n1)C)NC(=S)Nc1c(SC)cccc1,0
BAQJUY_spec_0_BA_2H,O=C(NC(=O)NC(=S)Nc1ccccc1)c1ccccc1,0
BAQPOB_spec_0_BA_2H,O=C(N[C@@H]1C[C@H]2C[C@H]([C@H]3[C@@H]4CC[C@@H]([C@]4([C@H](C[C@@H]3[C@]2(CC1)C)O)C)[C@@H](CCC(=O)OC)C)O)N[C@@H]1C[C@@H]2[C@@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)C3)([C@@H]([C@H](C)CCC(=O)OC)CC4)C)[C@@H](C2)O)(CC1)C,0
BATBUT_spec_0_BA_2H,S=C(NCCCc1nc[nH]c1)NC,0
BATSUK_spec_0_BA_2H,S=C(NCCCCCc1[nH]cnc1)NC,0
